Country,Code,Year,"School life expectancy, primary to tertiary, both sexes (years)"
Portugal,PRT,1976,10.67790031
Portugal,PRT,1977,10.85449028
Portugal,PRT,1978,10.90063953
Portugal,PRT,1979,10.40880013
Portugal,PRT,1980,10.53131962
Portugal,PRT,1986,11.63823986
Portugal,PRT,1987,12.39015961
Portugal,PRT,1990,11.8366003
Portugal,PRT,1991,12.28388977
Portugal,PRT,1992,13.05395031
Portugal,PRT,1993,14.2034502
Portugal,PRT,1994,14.68916988
Portugal,PRT,1995,15.01333046
Portugal,PRT,1996,15.41007996
Portugal,PRT,1998,15.90509033
Portugal,PRT,1999,15.48297977
Portugal,PRT,2000,15.72906971
Portugal,PRT,2001,15.91751957
Portugal,PRT,2002,15.83298969
Portugal,PRT,2003,15.89531994
Portugal,PRT,2004,15.43640041
Portugal,PRT,2005,15.44097996
Portugal,PRT,2006,15.44694996
Portugal,PRT,2007,15.78217983
Portugal,PRT,2008,15.99225044
Portugal,PRT,2009,16.04783058
Portugal,PRT,2010,16.15493011
Portugal,PRT,2011,16.25798988
Portugal,PRT,2012,16.34643936
Portugal,PRT,2013,16.7969799
Portugal,PRT,2014,16.56575966
Puerto Rico,PRI,2009,15.89968014
Puerto Rico,PRI,2010,16.14521027
Puerto Rico,PRI,2011,15.60074997
Puerto Rico,PRI,2012,14.46819019
Puerto Rico,PRI,2013,14.51375961
Qatar,QAT,1971,8.867730141
Qatar,QAT,1976,11.15701008
Qatar,QAT,1977,11.10124016
Qatar,QAT,1980,11.93432999
Qatar,QAT,1981,12.0209198
Qatar,QAT,1982,12.36246014
Qatar,QAT,1983,12.57802963
Qatar,QAT,1984,12.37866974
Qatar,QAT,1985,12.49905968
Qatar,QAT,1986,12.77258968
Qatar,QAT,1987,11.85192966
Qatar,QAT,1988,11.76401043
Qatar,QAT,1989,11.76939011
Qatar,QAT,1990,11.78647995
Qatar,QAT,1991,11.48437977
Qatar,QAT,1992,11.31377983
Qatar,QAT,1993,11.94550991
Qatar,QAT,1994,12.59665012
Qatar,QAT,1995,13.07907009
Qatar,QAT,1996,13.55795956
Qatar,QAT,1998,13.17611027
Qatar,QAT,1999,12.95971966
Qatar,QAT,2001,12.21699047
Qatar,QAT,2002,12.76743031
Qatar,QAT,2003,13.53472996
Qatar,QAT,2004,13.70954037
Qatar,QAT,2005,13.66294956
Qatar,QAT,2006,12.64107037
Qatar,QAT,2007,11.74512959
Qatar,QAT,2008,11.76307011
Qatar,QAT,2009,11.98163986
Qatar,QAT,2010,12.37637043
Qatar,QAT,2011,13.07526016
Romania,ROU,1971,10.65645981
Romania,ROU,1972,10.66230011
Romania,ROU,1973,10.59691048
Romania,ROU,1974,10.59224987
Romania,ROU,1989,11.85391998
Romania,ROU,1990,11.90334988
Romania,ROU,1991,10.95829964
Romania,ROU,1992,10.49613953
Romania,ROU,1993,10.28592968
Romania,ROU,1994,10.20975018
Romania,ROU,1995,10.36600018
Romania,ROU,1996,10.83872032
Romania,ROU,1997,11.00265026
Romania,ROU,1998,11.13597965
Romania,ROU,1999,11.54522991
Romania,ROU,2000,11.69155025
Romania,ROU,2001,11.99178982
Romania,ROU,2002,12.47187042
Romania,ROU,2003,12.90172005
Romania,ROU,2004,13.40999985
Romania,ROU,2005,13.69795036
Romania,ROU,2006,14.07538986
Romania,ROU,2007,14.70273018
Romania,ROU,2008,15.44925976
Romania,ROU,2009,15.81515026
Romania,ROU,2010,15.70658016
Romania,ROU,2011,15.32944965
Romania,ROU,2012,14.73497963
Russia,RUS,1971,11.90287018
Russia,RUS,1976,11.91878033
Russia,RUS,1981,12.25074959
Russia,RUS,1986,12.84356976
Russia,RUS,1987,13.02560997
Russia,RUS,1988,13.06171036
Russia,RUS,1989,12.92891026
Russia,RUS,1990,12.82061005
Russia,RUS,1991,12.66092968
Russia,RUS,1992,12.39505959
Russia,RUS,1993,12.0425396
Russia,RUS,1994,11.75269032
Russia,RUS,1995,11.77071953
Russia,RUS,1996,11.88574028
Russia,RUS,1997,11.88572979
Russia,RUS,1998,11.97255039
Russia,RUS,1999,12.07991982
Russia,RUS,2003,13.60142994
Russia,RUS,2005,13.75570965
Russia,RUS,2006,13.78577995
Russia,RUS,2007,13.89513016
Russia,RUS,2008,13.98278046
Russia,RUS,2009,13.73882008
Russia,RUS,2011,14.34321976
Russia,RUS,2012,14.62889957
Russia,RUS,2013,14.86561966
Russia,RUS,2014,14.9531498
Rwanda,RWA,1971,4.039820194
Rwanda,RWA,1976,3.601670027
Rwanda,RWA,1977,3.804500103
Rwanda,RWA,1978,3.940730095
Rwanda,RWA,1979,4.237010002
Rwanda,RWA,1980,4.853740215
Rwanda,RWA,1981,5.455729961
Rwanda,RWA,1984,5.419320107
Rwanda,RWA,1985,5.458570004
Rwanda,RWA,1986,5.489759922
Rwanda,RWA,1987,5.590960026
Rwanda,RWA,1988,5.64744997
Rwanda,RWA,1989,5.762129784
Rwanda,RWA,1990,5.733260155
Rwanda,RWA,1999,6.633230209
Rwanda,RWA,2000,7.062970161
Rwanda,RWA,2001,7.174920082
Rwanda,RWA,2002,7.560150146
Rwanda,RWA,2003,8.164230347
Rwanda,RWA,2004,8.77974987
Rwanda,RWA,2005,9.297089577
Rwanda,RWA,2006,10.06212044
Rwanda,RWA,2007,10.40942001
Rwanda,RWA,2008,10.16265965
Rwanda,RWA,2009,10.7986002
Rwanda,RWA,2010,10.94958973
Rwanda,RWA,2011,11.12252045
Rwanda,RWA,2012,11.28553963
Rwanda,RWA,2013,11.24925041
Saint Kitts and Nevis,KNA,1984,11.80996037
Saint Kitts and Nevis,KNA,1985,11.6524601
Saint Kitts and Nevis,KNA,1986,12.0767498
Saint Kitts and Nevis,KNA,1987,12.43727016
Saint Kitts and Nevis,KNA,1988,12.55790043
Saint Kitts and Nevis,KNA,1992,12.87672997
Saint Kitts and Nevis,KNA,1993,13.00601959
Saint Kitts and Nevis,KNA,2008,12.87520981
Saint Kitts and Nevis,KNA,2014,14.44369984
Saint Lucia,LCA,1977,10.34755993
Saint Lucia,LCA,1978,10.34171009
Saint Lucia,LCA,1980,10.27231026
Saint Lucia,LCA,1981,9.879759789
Saint Lucia,LCA,1982,10.63317013
Saint Lucia,LCA,1983,10.91065025
Saint Lucia,LCA,1984,11.01327038
Saint Lucia,LCA,1985,11.5340004
Saint Lucia,LCA,1987,11.70193005
Saint Lucia,LCA,1993,13.49114037
Saint Lucia,LCA,2004,12.16559982
Saint Lucia,LCA,2005,12.42967987
Saint Lucia,LCA,2006,12.7691803
Saint Lucia,LCA,2007,12.56715012
Saint Vincent and the Grenadines,VCT,1986,11.66606045
Saint Vincent and the Grenadines,VCT,1987,11.77641964
Saint Vincent and the Grenadines,VCT,2000,12.77849007
Saint Vincent and the Grenadines,VCT,2001,12.92566013
Saint Vincent and the Grenadines,VCT,2002,12.95874023
Saint Vincent and the Grenadines,VCT,2003,13.24100971
Saint Vincent and the Grenadines,VCT,2004,13.25671959
Samoa,WSM,1970,8.938989639
Samoa,WSM,1973,9.193840027
Samoa,WSM,1975,10.3502903
Samoa,WSM,1977,10.92872047
Samoa,WSM,1978,11.02105045
Samoa,WSM,1981,11.39737988
Samoa,WSM,1998,12.00973988
Samoa,WSM,1999,12.12605953
Samoa,WSM,2000,12.00273991
San Marino,SMR,2010,15.54636002
San Marino,SMR,2011,15.24514008
San Marino,SMR,2012,15.11120033
Sao Tome and Principe,STP,1971,5.385350227
Sao Tome and Principe,STP,1972,5.999289989
Sao Tome and Principe,STP,1976,8.089269638
Sao Tome and Principe,STP,1977,7.087890148
Sao Tome and Principe,STP,1981,8.004969597
Sao Tome and Principe,STP,1982,8.355349541
Sao Tome and Principe,STP,1983,8.995710373
Sao Tome and Principe,STP,1984,8.556409836
Sao Tome and Principe,STP,1987,7.217549801
Sao Tome and Principe,STP,1988,7.733200073
Sao Tome and Principe,STP,2003,9.802889824
Sao Tome and Principe,STP,2004,10.02474976
Sao Tome and Principe,STP,2005,10.1873703
Sao Tome and Principe,STP,2007,10.35848045
Sao Tome and Principe,STP,2008,10.1099596
Sao Tome and Principe,STP,2009,10.60663033
Sao Tome and Principe,STP,2010,10.55185986
Sao Tome and Principe,STP,2012,11.03810024
Sao Tome and Principe,STP,2014,12.08055973
Sao Tome and Principe,STP,2015,12.92121029
Saudi Arabia,SAU,1979,5.682489872
Saudi Arabia,SAU,2005,12.53337002
Saudi Arabia,SAU,2007,12.8076601
Saudi Arabia,SAU,2009,13.25181961
Saudi Arabia,SAU,2013,15.8375597
Saudi Arabia,SAU,2014,16.11227036
Senegal,SEN,1971,3.074990034
Senegal,SEN,1972,3.116250038
Senegal,SEN,1978,3.500629902
Senegal,SEN,1980,3.589400053
Senegal,SEN,1981,3.715850115
Senegal,SEN,1982,3.843660116
Senegal,SEN,1983,4.014860153
Senegal,SEN,1984,4.102540016
Senegal,SEN,1985,4.219769955
Senegal,SEN,1986,4.293970108
Senegal,SEN,1992,4.582149982
Senegal,SEN,1997,4.967279911
Senegal,SEN,1999,5.162660122
Senegal,SEN,2004,6.396289825
Senegal,SEN,2005,6.643959999
Senegal,SEN,2006,6.762410164
Senegal,SEN,2008,7.535170078
Senegal,SEN,2010,7.8832798
Serbia,SRB,2001,13.16895008
Serbia,SRB,2002,12.96475983
Serbia,SRB,2003,13.08683014
Serbia,SRB,2004,13.16234016
Serbia,SRB,2005,13.41617966
Serbia,SRB,2006,13.53829956
Serbia,SRB,2007,13.51412964
Serbia,SRB,2008,13.60622978
Serbia,SRB,2009,13.61565018
Serbia,SRB,2010,13.51084995
Serbia,SRB,2011,14.01875973
Serbia,SRB,2012,14.12020016
Serbia,SRB,2013,14.28219986
Serbia,SRB,2014,14.36067963
Seychelles,SYC,1970,8.083359718
Seychelles,SYC,1971,8.426919937
Seychelles,SYC,1972,8.658809662
Seychelles,SYC,1973,8.809849739
Seychelles,SYC,1974,9.110110283
Seychelles,SYC,1975,8.910479546
Seychelles,SYC,1976,8.299590111
Seychelles,SYC,1978,9.053409576
Seychelles,SYC,1979,9.174739838
Seychelles,SYC,1980,9.299610138
Seychelles,SYC,1981,9.968449593
Seychelles,SYC,1982,10.77396965
Seychelles,SYC,1983,11.03796959
Seychelles,SYC,1984,11.23995972
Seychelles,SYC,1985,11.47521019
Seychelles,SYC,1986,11.62271976
Seychelles,SYC,1987,11.53203011
Seychelles,SYC,1988,11.44608974
Seychelles,SYC,1989,11.36011028
Seychelles,SYC,1991,11.53551006
Seychelles,SYC,1992,11.62508011
Seychelles,SYC,1993,11.75800991
Seychelles,SYC,1994,11.99174023
Seychelles,SYC,1995,11.87452984
Seychelles,SYC,1996,11.93671036
Seychelles,SYC,1998,11.96998024
Seychelles,SYC,1999,12.31431961
Seychelles,SYC,2000,12.23246002
Seychelles,SYC,2001,12.05193043
Seychelles,SYC,2002,12.11705971
Seychelles,SYC,2003,12.31365967
Seychelles,SYC,2004,12.1169796
Seychelles,SYC,2005,13.06295967
Seychelles,SYC,2007,13.15812016
Seychelles,SYC,2008,13.23124027
Seychelles,SYC,2009,13.24798012
Seychelles,SYC,2010,13.33798027
Seychelles,SYC,2011,13.52950001
Seychelles,SYC,2012,13.46339035
Seychelles,SYC,2013,13.21475983
Seychelles,SYC,2014,14.14078999
Sierra Leone,SLE,1971,3.452909946
Sierra Leone,SLE,1972,3.610800028
Sierra Leone,SLE,1973,3.495779991
Sierra Leone,SLE,1974,3.674249887
Sierra Leone,SLE,1975,3.792059898
Sierra Leone,SLE,1976,3.97371006
Sierra Leone,SLE,1977,4.106200218
Sierra Leone,SLE,1978,4.162829876
Sierra Leone,SLE,1981,5.104750156
Sierra Leone,SLE,1984,5.761089802
Sierra Leone,SLE,1985,6.085549831
Sierra Leone,SLE,1986,5.938240051
Sierra Leone,SLE,1988,5.731190205
Sierra Leone,SLE,1989,5.105259895
Sierra Leone,SLE,1990,4.93930006
Sierra Leone,SLE,1991,4.635159969
Sierra Leone,SLE,2001,7.209400177
Slovakia,SVK,1993,11.81921959
Slovakia,SVK,1994,11.90845966
Slovakia,SVK,1995,12.07275963
Slovakia,SVK,1996,12.26616001
Slovakia,SVK,1997,12.35620975
Slovakia,SVK,1998,12.90851974
Slovakia,SVK,1999,13.04551029
Slovakia,SVK,2000,13.29106998
Slovakia,SVK,2001,13.26068974
Slovakia,SVK,2002,13.5703001
Slovakia,SVK,2003,13.7785902
Slovakia,SVK,2004,13.99370956
Slovakia,SVK,2005,14.26340961
Slovakia,SVK,2006,14.48729992
Slovakia,SVK,2007,14.78133965
Slovakia,SVK,2008,14.92018032
Slovakia,SVK,2009,14.99256039
Slovakia,SVK,2010,15.04601955
Slovakia,SVK,2011,15.0176096
Slovakia,SVK,2012,15.04901028
Slovakia,SVK,2013,15.06081009
Slovakia,SVK,2014,14.96487999
Slovenia,SVN,1982,9.795829773
Slovenia,SVN,1983,10.59885979
Slovenia,SVN,1984,11.27548981
Slovenia,SVN,1985,11.57723045
Slovenia,SVN,1986,11.61343002
Slovenia,SVN,1987,11.62893009
Slovenia,SVN,1988,11.67905998
Slovenia,SVN,1989,11.75
Slovenia,SVN,1990,11.96374989
Slovenia,SVN,1991,12.00634956
Slovenia,SVN,1992,12.27857971
Slovenia,SVN,1993,12.16802979
Slovenia,SVN,1994,12.3094902
Slovenia,SVN,1995,12.58407974
Slovenia,SVN,1996,12.80047989
Slovenia,SVN,1997,13.13656998
Slovenia,SVN,1998,13.68842983
Slovenia,SVN,1999,14.55580044
Slovenia,SVN,2000,14.7425499
Slovenia,SVN,2001,15.59002018
Slovenia,SVN,2002,16.09593964
Slovenia,SVN,2003,16.58753967
Slovenia,SVN,2004,16.33083916
Slovenia,SVN,2005,16.6842308
Slovenia,SVN,2006,16.83045006
Slovenia,SVN,2007,16.85681915
Slovenia,SVN,2008,16.85302925
Slovenia,SVN,2009,16.86490059
Slovenia,SVN,2010,16.96484947
Slovenia,SVN,2011,16.79917908
Slovenia,SVN,2012,16.84313011
Slovenia,SVN,2013,17.63541985
Slovenia,SVN,2014,17.34830093
Solomon Islands,SLB,1970,5.580659866
Solomon Islands,SLB,1971,6.378469944
Solomon Islands,SLB,1972,6.268149853
Solomon Islands,SLB,1973,6.050189972
Solomon Islands,SLB,1975,5.931900024
Solomon Islands,SLB,1976,5.623829842
Solomon Islands,SLB,1977,5.442560196
Solomon Islands,SLB,1978,5.363120079
Solomon Islands,SLB,1979,5.205309868
Solomon Islands,SLB,1980,5.32667017
Solomon Islands,SLB,1981,5.277050018
Solomon Islands,SLB,1982,5.29625988
Solomon Islands,SLB,1983,5.677609921
Solomon Islands,SLB,1986,5.578770161
Solomon Islands,SLB,1990,5.984399796
Solomon Islands,SLB,1991,6.149179935
Solomon Islands,SLB,1992,6.554059982
Solomon Islands,SLB,1993,6.931109905
Solomon Islands,SLB,1994,7.178850174
Solomon Islands,SLB,1999,7.185029984
Solomon Islands,SLB,2000,6.646590233
Solomon Islands,SLB,2002,7.973499775
Solomon Islands,SLB,2005,8.403880119
Solomon Islands,SLB,2006,9.018830299
Solomon Islands,SLB,2007,9.237230301
Somalia,SOM,1971,0.682900012
Somalia,SOM,1972,0.794380009
Somalia,SOM,1976,2.459980011
South Africa,ZAF,1989,11.13156033
South Africa,ZAF,1990,11.37077999
South Africa,ZAF,1991,11.94618034
South Africa,ZAF,1994,13.05284977
South Africa,ZAF,2012,12.77762985
South Africa,ZAF,2013,12.9950304
South Asia,,1970,5.467652798
South Asia,,1971,5.441980839
South Asia,,1972,5.547157764
South Asia,,1973,5.753231525
South Asia,,1974,5.749946594
South Asia,,1975,5.818169117
South Asia,,1976,5.813528061
South Asia,,1977,5.929547787
South Asia,,1978,5.797209263
South Asia,,1979,5.862045288
South Asia,,1980,5.988286018
South Asia,,1981,6.124902248
South Asia,,1982,6.2134161
South Asia,,1983,6.458661556
South Asia,,1984,6.61563158
South Asia,,1985,6.672706604
South Asia,,1986,6.812870502
South Asia,,1987,6.741658211
South Asia,,1988,6.839558125
South Asia,,1989,6.984558582
South Asia,,1990,7.095033169
South Asia,,1991,7.266098022
South Asia,,1992,7.433044434
South Asia,,1993,7.623100281
South Asia,,1994,7.717904568
South Asia,,1995,7.714179516
South Asia,,1996,7.760438919
South Asia,,1997,7.808939934
South Asia,,1998,7.731032848
South Asia,,1999,7.729209423
South Asia,,2000,7.950334072
South Asia,,2001,7.975782394
South Asia,,2002,8.201711655
South Asia,,2003,8.683740616
South Asia,,2004,8.911964417
South Asia,,2005,9.147379875
South Asia,,2006,9.375573158
South Asia,,2007,9.696843147
South Asia,,2008,9.935320854
South Asia,,2009,9.9764328
South Asia,,2010,10.29557228
South Asia,,2011,10.75166798
South Asia,,2012,10.95209885
South Asia,,2013,11.01023674
South Asia,,2014,11.0360918
South Korea,KOR,1971,9.136179924
South Korea,KOR,1972,9.430700302
South Korea,KOR,1973,9.596779823
South Korea,KOR,1974,9.746919632
South Korea,KOR,1975,9.903770447
South Korea,KOR,1976,10.23272991
South Korea,KOR,1977,10.42218971
South Korea,KOR,1978,10.68902016
South Korea,KOR,1979,11.08522987
South Korea,KOR,1980,11.57695007
South Korea,KOR,1981,12.04599953
South Korea,KOR,1982,12.27147961
South Korea,KOR,1983,12.56317997
South Korea,KOR,1984,12.92028999
South Korea,KOR,1985,13.11495972
South Korea,KOR,1986,13.28773975
South Korea,KOR,1987,13.51340008
South Korea,KOR,1988,13.46862984
South Korea,KOR,1989,13.57606983
South Korea,KOR,1990,13.71695042
South Korea,KOR,1991,13.79417992
South Korea,KOR,1992,13.84372044
South Korea,KOR,1993,14.11688995
South Korea,KOR,1994,14.43745041
South Korea,KOR,1995,14.72906017
South Korea,KOR,1996,15.13245964
South Korea,KOR,1997,15.61044979
South Korea,KOR,1998,15.49155045
South Korea,KOR,1999,15.7302103
South Korea,KOR,2000,15.89626026
South Korea,KOR,2001,15.90250015
South Korea,KOR,2002,15.95438004
South Korea,KOR,2003,16.19013023
South Korea,KOR,2004,16.43876076
South Korea,KOR,2005,16.72254944
South Korea,KOR,2006,16.7581501
South Korea,KOR,2007,16.80322075
South Korea,KOR,2008,16.73946953
South Korea,KOR,2009,16.6602993
South Korea,KOR,2010,16.69466019
South Korea,KOR,2011,16.75774956
South Korea,KOR,2012,16.70112038
South Korea,KOR,2013,16.5875206
Spain,ESP,1971,9.956190109
Spain,ESP,1972,10.04846954
Spain,ESP,1973,10.34445
Spain,ESP,1974,10.68620968
Spain,ESP,1975,11.13914013
Spain,ESP,1976,11.57131004
Spain,ESP,1977,11.81892967
Spain,ESP,1978,12.02005005
Spain,ESP,1979,12.32742977
Spain,ESP,1980,12.55319023
Spain,ESP,1981,12.61141014
Spain,ESP,1982,12.77579021
Spain,ESP,1983,12.96784019
Spain,ESP,1984,12.92728043
Spain,ESP,1985,13.12429047
Spain,ESP,1986,13.66534996
Spain,ESP,1987,13.87679958
Spain,ESP,1988,14.01710033
Spain,ESP,1989,14.17908001
Spain,ESP,1990,14.06153965
Spain,ESP,1991,14.31690025
Spain,ESP,1992,14.55539989
Spain,ESP,1993,15.04146004
Spain,ESP,1994,15.36592007
Spain,ESP,1995,15.53118038
Spain,ESP,1996,15.68782997
Spain,ESP,1997,15.64472961
Spain,ESP,1998,15.62357998
Spain,ESP,1999,15.65369034
Spain,ESP,2000,15.71420956
Spain,ESP,2001,15.68253994
Spain,ESP,2002,15.6141901
Spain,ESP,2003,15.63414955
Spain,ESP,2004,15.76976013
Spain,ESP,2005,15.89540958
Spain,ESP,2006,15.96959019
Spain,ESP,2007,16.10836983
Spain,ESP,2008,16.28046989
Spain,ESP,2009,16.43164063
Spain,ESP,2010,16.86190987
Spain,ESP,2011,17.21623039
Spain,ESP,2012,17.4623394
Spain,ESP,2013,17.60803986
Spain,ESP,2014,17.70031929
Sri Lanka,LKA,1970,8.329039574
Sri Lanka,LKA,1971,8.592089653
Sri Lanka,LKA,1973,8.238360405
Sri Lanka,LKA,1974,7.885690212
Sri Lanka,LKA,1981,10.02196026
Sri Lanka,LKA,1982,10.09080982
Sri Lanka,LKA,1983,10.20438004
Sri Lanka,LKA,1984,10.35144043
Sri Lanka,LKA,1985,10.49895954
Sri Lanka,LKA,1986,10.76016045
Sri Lanka,LKA,1994,11.79841042
Sri Lanka,LKA,2010,13.62899971
Sri Lanka,LKA,2011,13.74777985
Sri Lanka,LKA,2012,13.76727009
Sri Lanka,LKA,2013,13.96716022
Sub-Saharan Africa,,1970,4.257061481
Sub-Saharan Africa,,1971,4.296830177
Sub-Saharan Africa,,1972,4.40743494
Sub-Saharan Africa,,1973,4.469711304
Sub-Saharan Africa,,1974,4.616707325
Sub-Saharan Africa,,1975,4.765892029
Sub-Saharan Africa,,1976,4.88684988
Sub-Saharan Africa,,1977,5.086423874
Sub-Saharan Africa,,1978,5.358448982
Sub-Saharan Africa,,1979,5.723504543
Sub-Saharan Africa,,1980,6.007840633
Sub-Saharan Africa,,1981,6.265947819
Sub-Saharan Africa,,1982,6.4717803
Sub-Saharan Africa,,1983,6.532981873
Sub-Saharan Africa,,1984,6.530406952
Sub-Saharan Africa,,1985,6.401842117
Sub-Saharan Africa,,1986,6.201770782
Sub-Saharan Africa,,1987,6.116210938
Sub-Saharan Africa,,1988,6.11508131
Sub-Saharan Africa,,1989,6.065751076
Sub-Saharan Africa,,1990,6.039160252
Sub-Saharan Africa,,1991,6.137087822
Sub-Saharan Africa,,1992,6.108762264
Sub-Saharan Africa,,1993,6.167723656
Sub-Saharan Africa,,1994,6.189041615
Sub-Saharan Africa,,1995,6.264503956
Sub-Saharan Africa,,1996,6.175853729
Sub-Saharan Africa,,1997,6.414802074
Sub-Saharan Africa,,1998,6.610240459
Sub-Saharan Africa,,1999,6.710154533
Sub-Saharan Africa,,2000,6.923121929
Sub-Saharan Africa,,2001,7.100458145
Sub-Saharan Africa,,2002,7.356585979
Sub-Saharan Africa,,2003,7.635091305
Sub-Saharan Africa,,2004,7.887653351
Sub-Saharan Africa,,2005,8.123106956
Sub-Saharan Africa,,2006,8.351493835
Sub-Saharan Africa,,2007,8.442073822
Sub-Saharan Africa,,2008,8.673278809
Sub-Saharan Africa,,2009,8.835206032
Sub-Saharan Africa,,2010,8.950037003
Sub-Saharan Africa,,2011,9.098075867
Sub-Saharan Africa,,2012,9.164977074
Sub-Saharan Africa,,2013,9.208398819
Sub-Saharan Africa,,2014,9.259843826
Sub-Saharan Africa (all income levels),,1970,4.257694244
Sub-Saharan Africa (all income levels),,1971,4.297507763
Sub-Saharan Africa (all income levels),,1972,4.408119678
Sub-Saharan Africa (all income levels),,1973,4.470395088
Sub-Saharan Africa (all income levels),,1974,4.617397308
Sub-Saharan Africa (all income levels),,1975,4.766511917
Sub-Saharan Africa (all income levels),,1976,4.887354851
Sub-Saharan Africa (all income levels),,1977,5.087091923
Sub-Saharan Africa (all income levels),,1978,5.358976364
Sub-Saharan Africa (all income levels),,1979,5.723985672
Sub-Saharan Africa (all income levels),,1980,6.008285522
Sub-Saharan Africa (all income levels),,1981,6.266435146
Sub-Saharan Africa (all income levels),,1982,6.472326756
Sub-Saharan Africa (all income levels),,1983,6.533533573
Sub-Saharan Africa (all income levels),,1984,6.530962944
Sub-Saharan Africa (all income levels),,1985,6.40241909
Sub-Saharan Africa (all income levels),,1986,6.202383518
Sub-Saharan Africa (all income levels),,1987,6.116815567
Sub-Saharan Africa (all income levels),,1988,6.115666866
Sub-Saharan Africa (all income levels),,1989,6.06632185
Sub-Saharan Africa (all income levels),,1990,6.03983736
Sub-Saharan Africa (all income levels),,1991,6.137629509
Sub-Saharan Africa (all income levels),,1992,6.10929203
Sub-Saharan Africa (all income levels),,1993,6.168239594
Sub-Saharan Africa (all income levels),,1994,6.189561844
Sub-Saharan Africa (all income levels),,1995,6.264997482
Sub-Saharan Africa (all income levels),,1996,6.17634964
Sub-Saharan Africa (all income levels),,1997,6.415309906
Sub-Saharan Africa (all income levels),,1998,6.610675335
Sub-Saharan Africa (all income levels),,1999,6.710595131
Sub-Saharan Africa (all income levels),,2000,6.923524857
Sub-Saharan Africa (all income levels),,2001,7.100815296
Sub-Saharan Africa (all income levels),,2002,7.356909752
Sub-Saharan Africa (all income levels),,2003,7.635393143
Sub-Saharan Africa (all income levels),,2004,7.887914658
Sub-Saharan Africa (all income levels),,2005,8.123404503
Sub-Saharan Africa (all income levels),,2006,8.351781845
Sub-Saharan Africa (all income levels),,2007,8.442345619
Sub-Saharan Africa (all income levels),,2008,8.67353344
Sub-Saharan Africa (all income levels),,2009,8.83544445
Sub-Saharan Africa (all income levels),,2010,8.950263977
Sub-Saharan Africa (all income levels),,2011,9.098308563
Sub-Saharan Africa (all income levels),,2012,9.165206909
Sub-Saharan Africa (all income levels),,2013,9.208616257
Sub-Saharan Africa (all income levels),,2014,9.260112762
Sudan,SDN,2001,5.564260006
Sudan,SDN,2002,5.629290104
Sudan,SDN,2003,5.744190216
Sudan,SDN,2004,6.063370228
Sudan,SDN,2005,6.181429863
Sudan,SDN,2006,6.426990032
Sudan,SDN,2007,6.349790096
Sudan,SDN,2008,6.838739872
Sudan,SDN,2009,7.014430046
Sudan,SDN,2010,7.002049923
Sudan,SDN,2011,6.786159992
Sudan,SDN,2012,6.988840103
Sudan,SDN,2013,7.2052598
Suriname,SUR,1981,10.30233955
Suriname,SUR,1982,11.38059998
Suriname,SUR,1983,11.71263027
Suriname,SUR,1984,12.01303959
Suriname,SUR,1985,12.64780045
Suriname,SUR,1986,13.34280968
Suriname,SUR,1987,12.40482044
Suriname,SUR,1988,12.34187031
Suriname,SUR,1989,12.69073963
Suriname,SUR,1990,11.86235046
Suriname,SUR,2002,10.87411022
Swaziland,SWZ,1970,6.679200172
Swaziland,SWZ,1971,6.840740204
Swaziland,SWZ,1972,7.205029964
Swaziland,SWZ,1973,7.508319855
Swaziland,SWZ,1974,7.811540127
Swaziland,SWZ,1975,7.989059925
Swaziland,SWZ,1976,8.028670311
Swaziland,SWZ,1977,8.186909676
Swaziland,SWZ,1979,8.340829849
Swaziland,SWZ,1980,8.544210434
Swaziland,SWZ,1985,9.201370239
Swaziland,SWZ,1992,9.711850166
Swaziland,SWZ,1993,9.699990273
Swaziland,SWZ,1996,9.561380386
Swaziland,SWZ,1999,9.430649757
Swaziland,SWZ,2000,9.269749641
Swaziland,SWZ,2002,9.149390221
Swaziland,SWZ,2004,9.676179886
Swaziland,SWZ,2005,9.922679901
Swaziland,SWZ,2006,10.46092033
Swaziland,SWZ,2011,11.33094025
Swaziland,SWZ,2013,11.41390038
Sweden,SWE,1971,11.88107014
Sweden,SWE,1972,11.49147034
Sweden,SWE,1973,12.1238699
Sweden,SWE,1974,12.00349045
Sweden,SWE,1975,12.11686039
Sweden,SWE,1976,12.23647976
Sweden,SWE,1977,12.26646042
Sweden,SWE,1978,12.48429966
Sweden,SWE,1979,12.80657959
Sweden,SWE,1980,12.83786964
Sweden,SWE,1981,12.6061697
Sweden,SWE,1982,12.61205959
Sweden,SWE,1983,12.67354965
Sweden,SWE,1984,12.67477989
Sweden,SWE,1985,12.54314995
Sweden,SWE,1986,12.76235962
Sweden,SWE,1987,12.7456398
Sweden,SWE,1988,12.87250042
Sweden,SWE,1989,12.84146976
Sweden,SWE,1990,12.90433025
Sweden,SWE,1991,13.00784016
Sweden,SWE,1992,13.25181961
Sweden,SWE,1993,15.10801983
Sweden,SWE,1994,15.5401001
Sweden,SWE,1995,15.89379978
Sweden,SWE,1996,16.32629013
Sweden,SWE,1997,17.04643059
Sweden,SWE,1998,18.55772972
Sweden,SWE,1999,18.77074051
Sweden,SWE,2000,18.79373932
Sweden,SWE,2001,18.85358047
Sweden,SWE,2002,18.61413956
Sweden,SWE,2003,18.54688072
Sweden,SWE,2004,15.95901966
Sweden,SWE,2005,15.90291977
Sweden,SWE,2006,15.84502983
